Gene	R2	R4	R6	R8	D2	D4	D6	D8	Path
G259	8.56642986	8.800935455	8.638746753	8.717442873	10.34524288	9.769851205	10.13912561	9.242806656	P1
G260	9.704321914	9.482136411	9.816305173	9.849062841	9.719633726	9.295750682	9.416443219	9.446687069	P1
G261	8.450098356	8.482869283	8.55076679	8.354344833	8.458452695	8.313597685	8.257121999	8.228952367	P1
G262	8.80844448	8.350086714	8.641840679	8.873439524	8.902866545	8.637205626	8.517028074	8.627621809	P1
G263	12.36098226	12.30528863	12.11109676	12.176368	10.7427222	10.62096452	10.13054939	10.14641139	P1
G264	8.549138082	8.95271804	8.609257026	8.668869411	9.566385221	10.14132186	9.841192771	9.981380107	P1
G265	8.402936732	8.456199482	8.526922433	8.568456823	8.974904342	9.771909582	9.695984007	9.771909582	P1
G266	9.554415709	9.725639137	9.364590217	9.498485873	8.831839873	9.259334064	9.151490437	9.273282347	P1
G267	11.22102079	11.19654043	11.13039998	11.38709203	12.60963983	13.15961312	12.64431316	12.70852826	P1
G268	9.116786448	9.315293197	9.641943952	9.3232824	10.28625584	10.33347115	10.09182489	10.13195165	P1
G269	11.05992114	11.10794857	11.11119235	10.73124916	13.14113533	12.26838437	12.63028656	11.68971074	P1
G270	12.4546538	12.41050347	12.41050347	12.22618017	10.78668944	10.08780796	10.82913462	10.53098617	P1
G271	9.671048938	9.618255404	9.553549676	9.403094998	9.993066638	9.524610634	10.14132186	9.946979284	P1
G272	9.521927913	8.064396104	8.668869411	8.162939684	8.052012424	7.900810694	7.993610124	8.162710768	P1
G273	7.970524529	7.673646347	7.90634809	8.002455609	8.212241188	7.886030771	7.820764974	8.077700999	P1
G274	8.146643299	8.313597685	8.058122832	8.295413631	8.151763619	8.168606496	8.075193759	8.141916745	P1
G275	10.92699054	11.00973989	10.82913462	10.80938397	10.28130406	10.86483382	10.34683059	10.52477052	P1
G276	10.09096681	10.54839185	10.6431304	10.51835298	10.56235124	10.45103423	10.33756465	10.26334719	P1
G277	7.668754698	7.66938708	7.910347349	7.752885966	7.847495996	7.79120791	7.729716597	7.845024926	P1
G278	7.760294027	7.664034569	7.711985541	7.793863889	7.752440182	7.567577533	7.703531944	7.717241213	P1
G279	11.15249115	10.89252865	11.15766623	10.73747483	10.65698244	9.473566215	10.7542697	10.16710524	P1
G280	9.763668544	9.473566215	9.782202111	9.613242042	10.20411564	9.564510164	10.31669072	10.23956861	P1
G281	7.825323923	7.833436861	7.820220303	7.703531944	8.04407443	7.496786145	7.830859341	7.805981221	P1
G282	9.562988189	9.936788556	9.625885223	9.307563966	11.40790312	10.76130187	11.11830848	11.27999535	P1
G283	7.867162535	7.680075843	7.97900855	7.832773307	8.030290979	7.86774145	7.728174291	7.955917843	P1
G284	7.919988133	8.040314343	7.732963037	7.867000988	7.940803953	7.990784795	7.784461252	7.756003327	P1
G285	7.641548849	7.945227387	7.834782995	8.123206121	7.768256815	7.807500057	7.602737369	7.802396124	P1
G286	10.34524288	10.27746491	10.23705956	10.18854053	8.853962196	9.437815418	9.305716092	9.182236338	P1
G287	8.085405693	8.082087023	8.141114135	8.175619489	9.682225005	8.700324363	9.938741842	9.660780525	P1
G288	7.861456367	7.995025286	7.768256815	8.004302647	7.881612087	8.021073644	7.655711383	7.758547331	P1
G289	8.569225418	8.454565465	8.071263924	8.000995515	8.256834902	8.27727706	8.087840352	8.231518616	P1
G290	8.257121999	7.880591924	8.12644319	7.959723906	9.306444667	8.764273123	9.155230966	8.299731364	P1
G291	10.13195165	10.16223254	10.12097792	9.686426887	10.15025733	9.206359635	10.23151636	9.778714063	P1
G292	7.85388416	7.950062178	7.986047733	7.818681123	7.890739175	7.676773615	8.019527581	7.663071925	P1
G293	7.830859341	7.852751349	8.109240744	7.96388164	8.007795448	7.797558354	7.848466823	7.911210021	P1
G294	7.485785072	7.38576137	7.439280758	7.399482216	7.499935055	7.397441308	7.407177087	7.37253886	P1
G295	7.549620121	7.537686143	7.618340132	7.569163573	7.446735909	7.478971913	7.394589889	7.469742851	P1
G296	7.499935055	7.591321197	7.637702107	7.686197123	7.700123937	7.850513617	7.551129404	7.558701435	P1
G297	8.465286372	7.504666553	7.645392712	7.533204804	7.681197123	7.752885966	7.503434246	7.790896517	P1
G298	8.638746753	8.403578511	8.227854079	8.278599031	8.846389946	8.929960872	8.829950964	9.207599465	P1
G299	10.22288764	9.577374867	9.694543639	9.524610634	10.59213224	10.49286733	10.63996948	10.66450892	P1
G300	8.296360963	8.102821506	8.265937664	8.325258173	8.978648285	8.955330315	8.722085097	8.940431339	P1
G301	8.357194354	8.687834036	8.385554732	8.475793738	8.222226048	8.590943695	8.53355549	8.563550982	P2
G302	8.487189325	8.429699712	8.843740911	8.422461733	10.02065989	9.979531865	9.647006853	9.749041377	P2
G303	9.317239702	9.090691338	8.957239409	8.77576804	7.885110609	8.258343679	8.082676782	8.299377075	P2
G304	7.738921527	8.091894716	7.822148073	8.108451627	7.869623726	8.032743806	7.842376299	7.964347052	P2
G305	9.978374734	10.27474028	9.858026005	9.936788556	7.866013213	8.42879271	8.536148195	8.297886151	P2
G306	9.778714063	9.58259463	9.345576495	9.493698346	10.67652249	11.33626093	11.01627544	10.85976653	P2
G307	7.877083186	7.786215741	8.03072158	8.198516124	7.950655547	8.020083049	8.045906952	8.017438968	P2
G308	7.732081401	7.850751326	8.113529393	7.818056238	7.832246051	7.825323923	7.98339968	7.957252876	P2
G309	9.568486412	9.761097743	9.425125673	9.385183729	9.871303817	9.44503938	9.709475912	9.480645103	P2
G310	9.085870206	8.717442873	8.211514544	8.194089191	8.682110631	8.458452695	8.880255715	8.721348725	P2
G311	11.27049511	11.05668634	10.94915903	10.93533831	12.6678497	12.69678137	12.90481187	12.88710424	P2
G312	10.18667557	9.686426887	9.404678814	9.309255316	8.325258173	8.513696982	8.503631295	8.806112505	P2
G313	12.7367192	12.84163563	12.70852826	12.68941248	12.02556119	13.2437917	13.14113533	13.18864436	P2
G314	8.783193187	8.308820049	8.455628865	8.451137951	9.321783607	9.385183729	9.188220038	9.244054759	P2
G315	10.12097792	9.706964434	10.37974503	9.972138169	10.91118176	10.74023625	10.57253517	10.66987918	P2
G316	9.651058041	9.918738214	9.288408671	9.590053287	10.13912561	10.75151178	9.880414152	10.16530452	P2
G317	8.894115283	8.970390318	8.525070252	8.831228805	8.80844448	9.735078991	9.359236796	9.482136411	P2
G318	8.16430986	8.241759214	8.019003337	8.204916875	7.774014464	8.138766633	7.943452161	7.896427905	P2
G319	10.13422359	9.606008254	9.44144023	9.551330787	9.836041245	10.18068625	9.858026005	9.733701408	P2
G320	7.917175874	7.925085266	8.428151274	8.173700295	9.511799828	10.01512998	9.430860584	9.633649499	P2
G321	8.073187444	8.608508041	8.780300471	8.842023957	10.32437464	10.57861695	10.17074924	10.14312418	P2
G322	9.194435579	8.838011075	8.817890161	8.947225773	9.636398862	9.497073084	9.265848717	9.363439298	P2
G323	8.795227586	8.959917037	8.362467045	8.351642858	9.23525884	8.917223944	8.935692743	8.861585542	P2
G324	9.85010865	9.875865133	9.89757575	9.938741842	10.65059071	11.04067407	10.8180151	10.97242228	P2
G325	9.310014444	9.777941555	9.069692329	9.146759799	9.345576495	9.553549676	9.791120012	9.834950435	P2
G326	10.2169336	10.46068783	10.11957407	10.13054939	9.633649499	9.888727544	9.763668544	9.811359995	P2
G327	8.725429412	7.795152903	7.845024926	7.784863229	8.730282777	8.898670772	8.617844994	8.649400635	P2
G328	8.749890204	8.831228805	8.861585542	9.416443219	9.593207368	9.588015045	9.659341484	9.497073084	P2
G329	8.896184925	9.28413902	8.710917828	8.798951955	10.15561252	11.07012082	9.964031633	10.23151636	P2
G330	10.01512998	9.541182005	9.277272356	9.460192824	8.572311904	8.948589188	8.798393858	8.989211936	P2
G331	8.540025392	8.921372403	8.608508041	8.719807757	8.689326569	8.842810207	8.73231586	8.859493143	P2
G332	9.675707067	8.120716206	8.543338654	7.938883879	8.268744498	8.267734659	8.063504596	8.264556852	P2
G333	9.710387279	9.89591847	9.978374734	9.892045007	11.84489965	12.37721197	11.68971074	11.84489965	P2
G334	8.551764327	9.381089063	9.282536673	9.23525884	10.26554579	10.23151636	10.04491346	9.984310275	P2
G335	7.920569503	8.085951682	7.950062178	7.903364548	8.698862726	8.15265692	8.389557357	8.138766633	P2
G336	8.629072011	8.570523085	8.791774385	8.483923422	8.798393858	8.303293134	8.940431339	8.448620846	P2
G337	8.012928594	8.063504596	8.241759214	8.109774834	8.278599031	7.831410891	8.386243553	8.171132266	P2
G338	8.816906098	8.579010993	8.890289225	9.343139515	8.63000852	8.271936112	8.61686599	8.586021703	P2
G339	10.84701454	11.02118965	10.85428532	10.95749359	8.812836962	9.224078684	9.122460629	9.145371329	P2
G340	8.17992935	8.321640424	8.4308961	8.605894706	8.472688811	8.807790148	8.733904744	8.848996097	P2
G341	8.383211081	7.790896517	7.955917843	7.957252876	8.126974519	8.373193515	7.910347349	7.977910185	P2
G342	7.768256815	7.778001018	7.829639004	7.849662254	8.00603284	7.861456367	8.324829123	8.094940291	P2
G343	9.964031633	10.17792983	10.0184131	10.3015372	12.79148183	11.90672413	12.82218016	11.74750208	P2
G344	9.036614513	9.162988932	9.237386125	9.115920257	9.694543639	9.057374963	10.18300955	9.588658466	P2
G345	12.11109676	12.02556119	12.16486795	12.04751901	10.00229869	9.419420835	10.12614258	10.0352426	P2
G346	8.086878829	7.892068834	8.002455609	8.125050059	8.670311388	8.390734378	8.387533356	8.375753243	P2
G347	9.809650056	9.651058041	9.776317114	9.554415709	9.635889932	9.44144023	9.594951839	9.608041971	P2
G348	9.206359635	8.566089217	9.4556098	9.364590217	9.916247913	9.911016536	9.545629904	9.710387279	P2
G349	7.660186241	7.859408906	7.684451426	7.77727728	7.703531944	7.725186134	7.719721543	7.691624249	P2
G350	9.791120012	9.870245136	9.730746987	9.764821063	8.731141461	9.326985628	9.328139296	9.41538541	P2
G351	9.257194118	9.15829569	9.316050402	9.01929706	9.966793516	9.430234927	10.08780796	10.02734666	P2
G352	7.871209047	7.837731426	7.799594351	7.865667885	8.690091033	9.076157065	9.014655451	9.087601534	P2
G353	8.233872912	7.81747585	8.132818712	8.151763619	8.377716122	8.536699722	8.307209864	8.294332499	P2
G354	8.585039954	8.621796972	8.764273123	8.704721657	10.82681767	10.78002883	10.520601	10.65469597	P2
G355	9.519863207	9.410330178	10.05485065	9.566385221	10.89687246	10.63996948	10.62984412	10.78354422	P2
G356	10.59819175	10.41544647	10.56788265	10.42817254	9.46433618	8.839214638	9.769851205	9.372428823	P2
G357	9.641943952	9.884064304	9.723903635	9.549238703	8.872516055	8.402555984	8.943762207	8.466009113	P2
G358	10.10629734	10.14312418	10.11416579	10.24471003	10.01622439	9.736081858	10.30654302	9.882910664	P2
G359	12.41894962	12.20859206	12.53599743	12.29934901	10.54075147	10.31170017	10.48969426	10.56788265	P2
G360	8.314285452	7.90634809	8.172540217	8.220392229	8.40573648	8.284880368	7.871209047	8.087840352	P2
G361	8.390207037	8.002455609	8.575564806	8.444743435	10.24471003	10.23705956	9.881656726	10.05615591	P2
G362	8.186275588	8.603789159	7.987297543	8.18799991	7.940803953	8.094940291	8.014874777	8.016737146	P2
G363	10.61756865	10.76612161	10.50408001	10.58903038	11.4342007	12.67447942	12.52171047	12.51185147	P2
G364	7.944090839	8.033102926	8.017438968	8.111754796	8.957239409	9.149948238	8.894115283	9.007989225	P2
G365	10.32108285	10.3602726	10.61207102	10.520601	9.140722636	9.392310421	9.157276755	9.070820545	P2
G366	8.513696982	8.517304752	8.323252575	8.378852254	10.76391352	11.3702488	11.27049511	11.30521642	P2
G367	9.932891171	9.630250185	10.17251899	10.04681617	9.513162305	9.126623224	9.126623224	9.117694693	P2
G368	7.717241213	7.708934874	7.847939797	7.870198129	7.911723515	8.047919029	8.329126372	7.9578062	P2
G369	9.585336918	9.839943681	9.683880074	9.621337854	8.372035423	8.032743806	8.248401357	8.129645774	P2
G370	8.553666056	8.481499314	8.63959753	8.443305351	8.134108425	8.011086354	8.139445268	7.982252652	P2
G371	8.693818421	8.666439705	8.935692743	8.690091033	8.704721657	8.470736795	8.884448498	8.96214919	P2
G372	8.764273123	8.504655795	8.395785098	8.356275868	8.804424895	8.615982319	8.779350387	8.729942582	P2
G373	10.25498584	10.13054939	10.55588122	10.34683059	11.07490473	10.87318764	10.71635635	10.86483382	P2
G374	11.15766623	10.82913462	11.76946724	11.34804878	12.52824574	11.95995522	11.91713655	11.82695578	P2
G375	8.171942335	8.661458206	8.082676782	8.298407242	8.089538953	8.239206898	8.162302716	8.06848752	P2
G376	8.657423635	8.192466635	8.453233636	8.435829353	7.681715602	8.016737146	7.756934658	7.966521031	P2
G377	8.309484076	8.395785098	8.332997934	8.33790833	8.004302647	9.138275772	8.30756641	8.336877676	P2
G378	8.39237688	8.260202994	7.887358703	7.851983129	10.19454094	10.52477052	10.14421258	9.979531865	P2
G379	7.909670441	7.974297426	8.053175474	8.011958216	8.427088445	8.511537491	8.416802924	8.396587432	P2
G380	7.913950109	7.838175253	8.206542995	8.018158672	8.319602378	8.514618481	8.274397487	8.317314738	P2
G381	8.200544129	8.409102987	8.247422537	8.18465877	9.284914676	8.944605914	9.199525536	8.806996346	P2
G382	10.61207102	10.35857807	10.3513089	10.26334719	10.45988801	10.04491346	10.91118176	10.45502664	P2
G383	8.968778923	8.457721503	8.522878319	8.432302884	7.906649275	7.890739175	7.843603459	7.760294027	P2
G384	8.198516124	8.061968717	8.159134407	8.34378533	10.84150051	10.94039591	10.46860675	10.71152244	P2
G385	9.002913451	9.114601657	8.965462088	9.189546808	8.500689478	8.37826177	8.103783733	8.286356846	P2
G386	13.57255418	13.80421134	13.43083425	13.57255418	10.19636095	11.40081976	10.78668944	11.01627544	P2
G387	9.15320577	9.29772999	9.048877965	9.099682723	7.953214383	8.475793738	8.312298207	8.564670963	P2
G388	8.252876587	8.753867654	8.354988015	8.402936732	8.063504596	8.342920097	8.050826823	8.163698103	P2
G389	9.506667488	9.241094321	9.245803554	9.325336086	10.0787843	10.27602853	10.07341882	10.22147202	P2
G390	7.983859427	7.790164946	7.831410891	8.214528847	7.991680654	8.108451627	8.212241188	8.160036975	P2
G391	8.840974952	8.99291633	8.922949985	8.749890204	8.90154974	8.661097821	8.615982319	8.608508041	P2
G392	8.342920097	8.807391302	8.561590854	8.646099269	9.146759799	8.880255715	8.973018703	8.893193612	P2
G393	8.978297407	8.605093144	8.630929245	8.586021703	9.10774604	9.175358175	9.458711424	9.314432809	P2
G394	9.776317114	9.779429562	9.618255404	9.648739758	9.732161559	9.764821063	9.723903635	9.827162289	P2
G395	8.577476449	8.211815612	8.197447016	8.195645014	8.190885077	8.214528847	8.141114135	8.073187444	P2
G396	10.70495405	10.61562671	11.10606143	11.01627544	10.63770115	10.63351732	10.23370955	10.37025761	P2
G397	13.47181417	13.77107965	12.82218016	13.44681022	11.83273701	12.24323811	10.81606707	11.41663982	P2
G398	10.73506955	10.79363205	10.79650192	10.79650192	9.504699351	10.16868693	9.702355034	9.907894125	P2
G399	8.016207532	8.076243818	7.966521031	8.056708797	8.291482765	8.503631295	8.395785098	8.39237688	P2
G400	8.17293287	8.199726597	8.187641849	8.002455609	7.997665165	8.292197666	7.971897598	8.12644319	P2
G401	8.700324363	8.015187299	8.104317312	7.980615594	8.014874777	7.789253615	8.058866619	8.061968717	P3
G402	9.030117895	9.177132689	9.422163473	9.286841661	8.633686972	8.528199156	8.459462991	8.501665221	P3
G403	8.204916875	7.922889179	8.244706282	7.953983788	8.179257363	7.770813024	8.143504173	7.726118652	P3
G404	8.831839873	8.933748006	9.200679714	8.957239409	8.721348725	8.369169725	9.344497879	8.855676438	P3
G405	7.934720816	8.096875674	7.843603459	8.241759214	8.016207532	7.673646347	7.836053268	7.757771592	P3
G406	9.197286717	8.029638136	8.978648285	8.267734659	8.165094971	8.004782662	7.851983129	8.031048791	P3
G407	9.082526347	8.761428524	9.391210998	8.771380415	10.28377206	9.805797792	9.785490633	9.836041245	P3
G408	10.60984432	9.960698044	11.1667912	10.8070303	11.78980737	11.20442536	11.05992114	11.42495998	P3
G409	8.459822442	9.045231669	8.434586905	8.476824605	8.545503803	8.512846092	8.505396423	8.562691443	P3
G410	9.930243111	9.796963288	9.585336918	9.618255404	9.884064304	10.05485065	10.33893736	10.26554579	P3
G411	9.604817653	9.943958513	9.697480863	9.732161559	9.127608198	9.544161752	9.706964434	9.675707067	P3
G412	8.501665221	7.583893951	8.087840352	8.061968717	8.161150457	8.372035423	8.12644319	7.99983003	P3
G413	7.763147105	8.094940291	8.098193702	7.964347052	8.576417764	8.380073769	9.076157065	8.572769163	P3
G414	12.83268726	12.7367192	12.69678137	12.50560298	11.07012082	9.779429562	10.74023625	9.753657273	P3
G415	8.968778923	8.38505949	9.396056915	8.528199156	8.112993966	7.917175874	8.165094971	7.831410891	P3
G416	9.936788556	9.811359995	10.08780796	10.22438091	9.985907039	9.210817765	9.985907039	9.83293254	P3
G417	8.220392229	8.274861581	8.693818421	8.310605048	8.366237608	8.009221425	8.132818712	8.256834902	P3
G418	9.89057204	9.647006853	10.10629734	9.788625339	8.53215594	8.165937404	8.096875674	8.201699686	P3
G419	11.42129056	10.8180151	11.85856041	11.60094429	13.40910848	12.9690069	12.84163563	12.95883318	P3
G420	8.754635118	8.127487015	8.107655173	8.364115301	7.81937983	7.89841685	7.915705466	7.903364548	P3
G421	7.764598615	8.144685579	7.786215741	7.9578062	8.0373844	7.941302821	7.969884803	7.950655547	P3
G422	8.631472665	7.953214383	8.085405693	8.250121232	8.263419563	8.325258173	8.068978015	8.067668656	P3
G423	8.300427054	8.701480374	8.443305351	8.30756641	9.396790783	8.701480374	9.409387902	9.334704004	P3
G424	11.21325459	11.5588557	10.84150051	11.0254477	10.43676406	11.21325459	10.22147202	10.56491125	P3
G425	9.500395632	9.110223925	8.194487931	8.673697752	8.031048791	8.11830145	7.923658433	8.016207532	P3
G426	8.56557593	8.816322452	8.53892934	8.603184104	8.148551637	8.487994161	8.265676487	8.360519242	P3
G427	10.96766816	10.82186661	10.55269043	10.76037953	10.01512998	10.61207102	10.0628057	10.23705956	P3
G428	8.358266381	8.223992949	8.487994161	8.713907377	7.784863229	8.105903303	8.982126699	8.726707676	P3
G429	10.3602726	10.44830305	10.47703819	10.6266766	10.78961857	11.09112341	10.66450892	10.79363205	P3
G430	9.148488952	9.551330787	9.633649499	9.667158645	9.617465164	9.725639137	9.472674327	9.406815577	P3
G431	11.73923992	11.99306858	11.67917877	11.6101064	13.30842007	13.06961611	13.12249441	12.80725942	P3
G432	9.403094998	8.895048937	8.622635815	8.682651022	8.795837698	8.798393858	9.042004921	8.886728305	P3
G433	8.020083049	9.371397373	8.110880618	8.315667176	7.895694429	8.110338666	7.93778886	8.144685579	P3
G434	8.614606205	9.827162289	8.968778923	8.697316043	8.30756641	8.557778845	8.499266871	8.551764327	P3
G435	9.943958513	9.784634523	10.05180758	9.851303494	11.00166558	10.7542697	10.72654748	10.88336864	P3
G436	9.186660153	8.803116724	8.743815914	8.768352547	9.125905413	9.16920843	9.013862285	9.069028228	P3
G437	11.0254477	11.32500747	10.53865423	10.86988834	11.37616182	12.19266332	11.04795409	11.25005949	P3
G438	11.09527676	9.785490633	9.426173893	9.709475912	9.474483973	10.43676406	9.851303494	10.18068625	P3
G439	8.236031511	8.384293773	8.101707153	8.171132266	7.873004994	8.140307258	7.949736906	7.983859427	P3
G440	9.251912159	8.557778845	8.679185553	8.344423252	8.294332499	8.479552541	8.239694588	8.323252575	P3
G441	8.892259108	8.909828397	9.207599465	8.950222911	8.717442873	8.856821548	8.648402057	8.76904734	P3
G442	11.94209214	12.18388959	12.19266332	12.03044392	13.12249441	12.56048495	12.7172586	12.19978836	P3
G443	12.33533219	12.7172586	13.00237959	12.99040728	14.00449512	14.00449512	14.07202493	13.9148725	P3
G444	8.562691443	8.826566889	8.896184925	8.580862074	9.340164998	8.659183336	9.529237477	8.811318763	P3
G445	8.112993966	8.354344833	8.289811713	8.268744498	8.321050655	7.953214383	8.204522411	8.011086354	P3
G446	9.391210998	9.069028228	9.916247913	10.54839185	8.880255715	8.489981631	8.569225418	8.570523085	P3
G447	9.732161559	9.624395211	9.752632082	9.48928053	9.911016536	9.50558566	9.446687069	9.51070197	P3
G448	8.960815634	8.842810207	8.846389946	9.125905413	9.230505997	8.767333842	8.714667523	8.911730848	P3
G449	8.469529964	8.737322049	8.381581041	8.55076679	9.498485873	9.29772999	9.120354096	8.969270564	P3
G450	8.848996097	9.499489191	9.388862974	9.126623224	8.665488949	8.594922194	8.676246504	8.622942548	P3
G451	9.471238574	9.553549676	9.340164998	9.387637244	8.541521777	8.796966234	8.563550982	8.690091033	P3
G452	9.385183729	9.621337854	9.028852375	9.01184601	8.538287027	8.744708425	8.717442873	8.70926356	P3
G453	9.683880074	9.662116662	9.767866431	9.950371916	9.337720812	9.369491216	9.307563966	9.383929199	P3
G454	9.037627759	8.667473001	8.713111431	8.736348876	8.955330315	9.072310392	8.877184563	8.954142682	P3
G455	12.68941248	12.60564855	13.04902976	12.89354223	12.08156252	12.01270797	11.5588557	11.67917877	P3
G456	9.234425763	9.43207305	9.378597917	9.064223348	10.25883339	9.517274241	9.796963288	9.1232111	P3
G457	8.144685579	8.342920097	8.274861581	8.369169725	8.168067468	7.971897598	8.154210127	7.888952846	P3
G458	11.18221906	10.93533831	11.10794857	10.98425254	10.03353363	9.361520285	10.27197303	9.962014175	P3
G459	10.19636095	10.04681617	10.29637213	10.01199616	9.900826167	9.529237477	9.721811027	9.716649596	P3
G460	12.25997861	12.24323811	12.52171047	12.29003623	12.03044392	11.04266993	12.24323811	11.92890552	P3
G461	10.64704258	10.39647724	10.91801996	10.78002883	12.68941248	12.06664701	11.84489965	12.03044392	P3
G462	11.26245173	11.30817247	11.08472507	11.13039998	9.551330787	9.695984007	9.578360713	9.546961507	P3
G463	9.401294478	9.015845622	9.069028228	9.44503938	10.27602853	10.72121798	10.12097792	10.29637213	P3
G464	8.323983999	8.223419674	8.505396423	8.300979925	8.536148195	8.68613713	8.544611272	8.591585657	P3
G465	9.166499575	9.193288854	9.3232824	9.009441479	8.969270564	8.743303553	8.619777201	8.619777201	P3
G466	8.11437199	8.273959098	8.246832182	8.160572304	8.535106543	8.461743915	8.413098277	8.31183541	P3
G467	11.09964304	11.09112341	11.07012082	10.91450728	9.767866431	9.860686606	10.43943285	10.17499464	P3
G468	8.983451312	8.535106543	8.891727374	8.931030876	8.387533356	8.450098356	8.342332439	8.444226544	P3
G469	9.260853883	9.426173893	9.321783607	9.369491216	9.141410191	9.603030019	9.599299246	9.651058041	P3
G470	8.281314497	8.154944321	8.38505949	8.390207037	8.617844994	8.956143905	8.70529299	8.767333842	P3
G471	8.945156511	8.78088952	9.007134356	9.07951826	9.904094344	10.14641139	9.738003158	9.802372494	P3
G472	8.313267436	8.23542085	8.463306675	8.36971077	8.369169725	8.452597162	8.56642986	8.489085353	P3
G473	12.48417675	12.46942929	12.34104241	10.90253129	10.87624407	12.90481187	10.60984432	11.11119235	P3
G474	8.59277651	8.190885077	8.397090104	8.183932111	8.209527744	7.932393135	8.119758896	7.970524529	P3
G475	8.886728305	8.872516055	8.658157107	8.644458829	9.229874252	9.201791476	9.395007062	9.551330787	P3
G476	9.28413902	9.275839046	9.135041229	8.758995954	9.692041849	9.426173893	9.813735632	9.881656726	P3
G477	11.79718603	11.74750208	12.15301841	12.09620789	11.38185053	11.36352293	11.10606143	11.29286056	P3
G478	9.303340966	8.96214919	9.686426887	9.586666223	9.265848717	9.303340966	8.778353582	8.896184925	P3
G479	9.331914358	9.309255316	8.95271804	9.181055261	8.188647252	8.698319906	8.412303376	8.590943695	P3
G480	9.348775869	9.520517417	9.197286717	9.191791278	8.757810249	9.051799228	8.848360723	8.807391302	P3
G481	8.722085097	8.419189586	8.612105135	8.700324363	8.154944321	8.898054473	8.75193703	8.943762207	P3
G482	10.42028734	10.17888962	10.13422359	10.27474028	10.53730302	10.87815309	10.38986014	10.57253517	P3
G483	9.10774604	8.99465691	9.564510164	9.604817653	9.064223348	9.251912159	9.017547996	9.010920898	P3
G484	9.288885265	9.427973497	8.855676438	8.809598773	9.496296957	9.244054759	9.3232824	9.245803554	P3
G485	8.075444515	8.336877676	8.134491705	8.146643299	8.39237688	8.133229813	8.214528847	8.123206121	P3
G486	12.06664701	12.0014065	12.02556119	11.98718845	12.19978836	12.0014065	12.65688483	12.36875547	P3
G487	9.089393141	9.212355927	8.456199482	8.405175382	10.3602726	10.3559762	10.88336864	11.04067407	P3
G488	9.593207368	9.709475912	9.457058634	9.437815418	9.671048938	9.665940846	9.486315104	9.683880074	P3
G489	9.040764078	8.767333842	8.724177777	8.375753243	9.382133155	8.935692743	9.2623015	9.732161559	P3
G490	8.554443548	9.037627759	8.170098556	8.358266381	8.334717679	8.990522042	8.649821265	8.880863125	P3
